game.id,seller.id,buyer.id,game.seller_buyer,session.code,game.round_number,game.first_player,game.second_player,game.id_in_subsession,game.RANDOM_TRANSFER_SUCCESS,game.BUYER_DECISION_FIRST,game.SELLER_META_BELIEVE,game.BUYER_TRANSFER,game.BUYER_BELIEVE,seller.participant.id_in_session,seller.participant.last_page_index,seller.participant._max_page_index,seller.participant.last_app_visited,seller.participant.last_page_visited,seller.participant.final_payoff,seller.participant.final_payoff_plus_participation_fee,seller.participant.ability_to_lie,seller.participant.ability_to_detect_lies,seller.player.id_in_group,seller.player.player_round_num,seller.player.payoff,seller.participant.gender,seller.participant.age,seller.participant.education,seller.participant.political_beliefs,seller.participant.comments,buyer.participant.id_in_session,buyer.participant.last_page_index,buyer.participant._max_page_index,buyer.participant.last_app_visited,buyer.participant.last_page_visited,buyer.participant.final_payoff,buyer.participant.final_payoff_plus_participation_fee,buyer.participant.ability_to_lie,buyer.participant.ability_to_detect_lies,buyer.player.id_in_group,buyer.player.player_round_num,buyer.player.payoff,buyer.participant.gender,buyer.participant.age,buyer.participant.education,buyer.participant.political_beliefs,buyer.participant.comments,game.chat_log,game.seller_lied,game.useful_convo,seller.participant.general_instructions_timedout,seller.participant.self_rating_timedout,seller.participant.demographics_timedout,buyer.participant.general_instructions_timedout,buyer.participant.self_rating_timedout,buyer.participant.demographics_timedout,game.buyer_intructions_timedout,game.seller_intructions_timedout,game.buyer_decision_timedout,game.seller_decision_timedout
qwyowsv5_11,ypvg2u66,tqwt671t,ypvg2u66_tqwt671t,qwyowsv5,11,2,5,12,1,1,0.7,0,0,2,366,365,demographics_app,completion_code,3,6,0.75,0.4,1,3,1,Man,21,Completed secondary school/high school,28,,5,363,365,demographics_app,summary_page,4,7,0.8,0.7,2,4,1,,NA,,NA,,"Buyer: Did you get the 1.00?
Seller: I did actually, thank you! :)
Buyer: For sure, thanks.",0,1,0,0,0,0,0,NA,0,0,0,0
qwyowsv5_12,aci2zdda,tqwt671t,aci2zdda_tqwt671t,qwyowsv5,12,9,5,13,0,0,0.1,0,0,9,366,365,demographics_app,completion_code,3,6,0.3,0.8,1,1,0,Man,63,Completed undergraduate University/College degree,-20,"Real good deal and great pay, lots of fun too. Hard to figure out that last person. Much easier when I was the seller. It's easier to convince others than wonder if they are telling the truth. Thank you.",5,363,365,demographics_app,summary_page,4,7,0.8,0.7,2,5,0,,NA,,NA,,,NA,0,0,0,0,0,0,NA,0,0,1,0
qwyowsv5_13,oxnr974n,ypvg2u66,oxnr974n_ypvg2u66,qwyowsv5,13,7,2,14,0,0,0.5,0,0.9,7,366,365,demographics_app,completion_code,4,7,1,1,1,3,0,Man,33,Completed undergraduate University/College degree,50,,2,366,365,demographics_app,completion_code,3,6,0.75,0.4,2,4,0,Man,21,Completed secondary school/high school,28,,,NA,0,0,0,0,0,0,0,0,0,0,0
qwyowsv5_14,xb4mz9rs,lqu28rjs,xb4mz9rs_lqu28rjs,qwyowsv5,14,8,6,15,0,0,0.95,0,1,8,366,365,demographics_app,completion_code,5,8,0,0.86,1,2,0,Woman,27,Completed undergraduate University/College degree,-9,good,6,366,365,demographics_app,completion_code,5,8,0.09,0.23,2,4,0,Man,28,Completed undergraduate University/College degree,40,"no technical issues, it all worked well.","Buyer: hi
Seller: hi
Buyer: did you get it
Seller: yas 
Buyer: fantastic
Seller: ok",NA,0,1,0,0,0,0,0,0,0,0,0
qwyowsv5_15,5y50c006,vp8atvt1,5y50c006_vp8atvt1,qwyowsv5,15,4,3,16,0,1,0.79,0,0,4,366,365,demographics_app,completion_code,4,7,0.95,0.23,1,4,0,Woman,58,Completed secondary school/high school,30,,3,366,365,demographics_app,completion_code,5,8,0.71,0.97,2,4,0,Woman,30,Completed undergraduate University/College degree,-39,,"Seller: Hi, The automatic initial transfer failed.
Buyer: Hi have to received your payment?
Seller: no the transfer failed according to the last message",NA,1,0,0,0,0,0,0,0,0,0,0
qwyowsv5_16,xb4mz9rs,5e017hfb,xb4mz9rs_5e017hfb,qwyowsv5,16,8,1,17,1,0,0.86,0,0.6,8,366,365,demographics_app,completion_code,5,8,0,0.86,1,3,1,Woman,27,Completed undergraduate University/College degree,-9,good,1,366,365,demographics_app,completion_code,4,7,0.9,0.75,2,4,1,Man,32,"Completed advanced University/College degree (Masters, PhD...)",-30,None.,"Buyer: hi
Seller: hi
Buyer: what's up
Buyer: was the transactiin successful ?
Buyer: ?
Seller: yes
Seller: yes
Buyer: ok cool",0,1,1,0,0,0,0,0,0,0,0,0
qwyowsv5_17,vp8atvt1,5y50c006,vp8atvt1_5y50c006,qwyowsv5,17,3,4,18,0,1,0.98,1,0.41,3,366,365,demographics_app,completion_code,5,8,0.71,0.97,1,5,1,Woman,30,Completed undergraduate University/College degree,-39,,4,366,365,demographics_app,completion_code,4,7,0.95,0.23,2,5,1,Woman,58,Completed secondary school/high school,30,,,NA,0,0,0,0,0,0,0,0,0,0,0
qwyowsv5_18,ypvg2u66,lqu28rjs,ypvg2u66_lqu28rjs,qwyowsv5,18,2,6,19,0,1,0.4,0,0.82,2,366,365,demographics_app,completion_code,3,6,0.75,0.4,1,5,0,Man,21,Completed secondary school/high school,28,,6,366,365,demographics_app,completion_code,5,8,0.09,0.23,2,5,0,Man,28,Completed undergraduate University/College degree,40,"no technical issues, it all worked well.","Buyer: hi
Seller: The Transfer failed :(
Buyer: odd
Buyer: no go
Seller: Yeah I'm sorry :(
Buyer: weird
Buyer: ok",NA,1,0,0,0,0,0,0,0,0,0,0
qwyowsv5_19,oxnr974n,lqu28rjs,oxnr974n_lqu28rjs,qwyowsv5,19,7,6,20,1,0,0.82,1,0.22,7,366,365,demographics_app,completion_code,4,7,1,1,1,4,2,Man,33,Completed undergraduate University/College degree,50,,6,366,365,demographics_app,completion_code,5,8,0.09,0.23,2,6,0,Man,28,Completed undergraduate University/College degree,40,"no technical issues, it all worked well.","Buyer: hi
Seller: Transfer failed again :(
Buyer: did it work
Buyer: weird
Seller: I know wonder what's wrong",1,1,0,0,0,0,0,0,0,0,0,0
qwyowsv5_20,aci2zdda,ypvg2u66,aci2zdda_ypvg2u66,qwyowsv5,20,9,2,21,0,0,0.05,1,0.9,9,366,365,demographics_app,completion_code,3,6,0.3,0.8,1,2,1,Man,63,Completed undergraduate University/College degree,-20,"Real good deal and great pay, lots of fun too. Hard to figure out that last person. Much easier when I was the seller. It's easier to convince others than wonder if they are telling the truth. Thank you.",2,366,365,demographics_app,completion_code,3,6,0.75,0.4,2,6,1,Man,21,Completed secondary school/high school,28,,"Buyer: Did you receive the $1?
Seller: I give you my word that the money was not transfered. The transfer failed.
Buyer: Okay, I believe you :)
Seller: Promise I am telling the truth.
Seller: Last guy did not believe me and it costs us both.",NA,1,0,0,0,0,0,0,0,0,0,0
qwyowsv5_21,tqwt671t,uii4jglm,tqwt671t_uii4jglm,qwyowsv5,21,5,10,22,0,0,0,1,0.93,5,363,365,demographics_app,summary_page,4,7,0.8,0.7,1,6,1,,NA,,NA,,10,366,365,demographics_app,completion_code,1,4,0.98,0.66,2,1,1,Man,28,Completed undergraduate University/College degree,45,awesome,,NA,0,0,0,NA,0,0,0,0,1,0,1
qwyowsv5_22,xb4mz9rs,vp8atvt1,xb4mz9rs_vp8atvt1,qwyowsv5,22,8,3,23,1,1,0.5,0,1,8,366,365,demographics_app,completion_code,5,8,0,0.86,1,4,1,Woman,27,Completed undergraduate University/College degree,-9,good,3,366,365,demographics_app,completion_code,5,8,0.71,0.97,2,6,1,Woman,30,Completed undergraduate University/College degree,-39,,,NA,0,1,0,0,0,0,0,0,0,0,1
qwyowsv5_23,oxnr974n,5y50c006,oxnr974n_5y50c006,qwyowsv5,23,7,4,24,0,1,0.16,1,0.1,7,366,365,demographics_app,completion_code,4,7,1,1,1,5,1,Man,33,Completed undergraduate University/College degree,50,,4,366,365,demographics_app,completion_code,4,7,0.95,0.23,2,6,1,Woman,58,Completed secondary school/high school,30,,"Buyer: Hello
Seller: Hi
Seller: Failed again :(
Buyer: are you sure? what does the line above the chat box say
Seller: Transfer failed",NA,1,0,0,0,0,0,0,0,1,0,0
qwyowsv5_24,aci2zdda,5e017hfb,aci2zdda_5e017hfb,qwyowsv5,24,9,1,25,0,0,0.01,1,0.7,9,366,365,demographics_app,completion_code,3,6,0.3,0.8,1,3,1,Man,63,Completed undergraduate University/College degree,-20,"Real good deal and great pay, lots of fun too. Hard to figure out that last person. Much easier when I was the seller. It's easier to convince others than wonder if they are telling the truth. Thank you.",1,366,365,demographics_app,completion_code,4,7,0.9,0.75,2,5,1,Man,32,"Completed advanced University/College degree (Masters, PhD...)",-30,None.,"Buyer: hello
Seller: Hi, I give you my word the transfer failed. You can trust me for sure.
Buyer: what message are you seeing above this chatbox ?
Seller: Transfer failed
Buyer: ok
Seller: I have no real reason to lie best I can tell
Buyer: yeah i believe you
Seller: Last guy trusted me and we did well. First guy did not trust me and he should have. cool :)",NA,1,0,0,0,0,0,0,0,0,0,0
qwyowsv5_25,xb4mz9rs,o8p7t8wy,xb4mz9rs_o8p7t8wy,qwyowsv5,25,8,11,26,1,0,0.5,1,1,8,366,365,demographics_app,completion_code,5,8,0,0.86,1,5,2,Woman,27,Completed undergraduate University/College degree,-9,good,11,366,365,demographics_app,completion_code,2,5,1,1,2,1,0,Man,56,"Completed advanced University/College degree (Masters, PhD...)",47,good and interested,"Buyer: hi sir
Seller: hi
Buyer: i want to the things now
Buyer: pls help me",NA,0,1,0,0,0,0,0,0,1,0,0
qwyowsv5_26,uii4jglm,5e017hfb,uii4jglm_5e017hfb,qwyowsv5,26,10,1,27,0,1,0.99,0,0.7,10,366,365,demographics_app,completion_code,1,4,0.98,0.66,1,2,0,Man,28,Completed undergraduate University/College degree,45,awesome,1,366,365,demographics_app,completion_code,4,7,0.9,0.75,2,6,0,Man,32,"Completed advanced University/College degree (Masters, PhD...)",-30,None.,"Buyer: hi
Seller: hlw
Buyer: transfer was successful or not?
Seller: what do u need?
Buyer: what is the status of a transfer ?
Buyer: ?
Buyer: tell e quickly..time is running out",NA,0,0,0,0,0,0,0,0,0,0,0
qwyowsv5_27,aci2zdda,oxnr974n,aci2zdda_oxnr974n,qwyowsv5,27,9,7,28,1,0,0.4,0,0.77,9,366,365,demographics_app,completion_code,3,6,0.3,0.8,1,4,1,Man,63,Completed undergraduate University/College degree,-20,"Real good deal and great pay, lots of fun too. Hard to figure out that last person. Much easier when I was the seller. It's easier to convince others than wonder if they are telling the truth. Thank you.",7,366,365,demographics_app,completion_code,4,7,1,1,2,6,1,Man,33,Completed undergraduate University/College degree,50,,,NA,0,0,0,0,0,0,0,1,0,0,0
qwyowsv5_28,uii4jglm,53nh50sx,uii4jglm_53nh50sx,qwyowsv5,28,10,12,29,0,0,0.8,0,0.5,10,366,365,demographics_app,completion_code,1,4,0.98,0.66,1,3,0,Man,28,Completed undergraduate University/College degree,45,awesome,12,366,365,demographics_app,completion_code,0,3,0.5,0.5,2,1,0,Woman,29,Completed undergraduate University/College degree,22,GOOD,,NA,0,0,0,0,1,1,0,0,0,1,0
qwyowsv5_29,o8p7t8wy,xb4mz9rs,o8p7t8wy_xb4mz9rs,qwyowsv5,29,11,8,30,1,1,1,1,0.5,11,366,365,demographics_app,completion_code,2,5,1,1,1,2,2,Man,56,"Completed advanced University/College degree (Masters, PhD...)",47,good and interested,8,366,365,demographics_app,completion_code,5,8,0,0.86,2,6,0,Woman,27,Completed undergraduate University/College degree,-9,good,"Seller: hi i was want to buy and transfer a $2 now
Buyer: ok
Seller: ohh thank you",NA,0,0,0,0,1,0,0,1,0,0,0
qwyowsv5_30,hrvfvkot,aci2zdda,hrvfvkot_aci2zdda,qwyowsv5,30,14,9,31,0,1,0.76,0,0.9,14,366,365,demographics_app,completion_code,0,3,0.69,0.77,1,1,0,Woman,36,Some University/College,31,good,9,366,365,demographics_app,completion_code,3,6,0.3,0.8,2,5,0,Man,63,Completed undergraduate University/College degree,-20,"Real good deal and great pay, lots of fun too. Hard to figure out that last person. Much easier when I was the seller. It's easier to convince others than wonder if they are telling the truth. Thank you.","Buyer: Hi, did you get it?
Seller: hello
Buyer: Hi
Buyer: Did you receive the transfer?
Buyer: Hmm I'm thinking you did get it.
Buyer: And you hate to lie :)",NA,0,0,0,0,0,0,0,0,0,0,0
c8pv0kwe_1,u1nd1eaa,18otinv0,u1nd1eaa_18otinv0,c8pv0kwe,1,3,2,2,1,0,0.5,1,0.15,3,726,725,demographics_app,completion_code,6,9,0.04,0.5,1,1,2,Man,38,"Completed advanced University/College degree (Masters, PhD...)",-50,no comments,2,726,725,demographics_app,completion_code,3,6,0.65,0.15,2,1,0,Woman,30,Completed undergraduate University/College degree,0,,"Seller: Hi!
Buyer: Hey
Seller: I guess the transfer did not succeed, because that's what it's telling me.
Buyer: Okay. I just don't want us both to end up with nothing",1,1,0,0,0,0,0,0,0,0,0,0
c8pv0kwe_2,jjm5sgkx,kaymwuel,jjm5sgkx_kaymwuel,c8pv0kwe,2,1,5,3,1,0,0,0,0.57,1,726,725,demographics_app,completion_code,1,4,0.73,0.72,1,1,1,Man,45,Completed undergraduate University/College degree,-30,thank you,5,726,725,demographics_app,completion_code,2,5,0.7,0.61,2,1,1,Man,29,Completed undergraduate University/College degree,13,no comments,"Seller: Sorry, but the transfer did not go through.
Buyer: nothing
Buyer: ok
Buyer: what is your problem
Seller: No. the dollar did not transfer. sorry
Buyer: its ok 
Buyer: other way to try
Seller: I don 't know.
Buyer: ok",1,1,0,0,0,0,0,0,0,1,0,0
c8pv0kwe_3,18otinv0,u1nd1eaa,18otinv0_u1nd1eaa,c8pv0kwe,3,2,3,4,1,0,0.5,1,0.5,2,726,725,demographics_app,completion_code,3,6,0.65,0.15,1,2,2,Woman,30,Completed undergraduate University/College degree,0,,3,726,725,demographics_app,completion_code,6,9,0.04,0.5,2,2,0,Man,38,"Completed advanced University/College degree (Masters, PhD...)",-50,no comments,"Buyer: Hi!
Seller: Hello
Seller: Since I don't want us to both end up with nothing, I don't want to lie
Buyer: That's good to hear.
Buyer: So, did the transfer go through?",NA,0,0,0,0,0,0,0,0,0,0,0
c8pv0kwe_4,vxrlt1v8,rq4jn0w3,vxrlt1v8_rq4jn0w3,c8pv0kwe,4,4,6,5,0,1,0,0,1,4,207,725,App1,Wait0,1,4,0,0,1,1,0,,NA,,NA,,6,207,725,App1,Wait0,1,4,0.6,0.55,2,1,0,,NA,,NA,,,NA,0,1,1,NA,0,0,NA,0,1,0,1
c8pv0kwe_5,kaymwuel,u1nd1eaa,kaymwuel_u1nd1eaa,c8pv0kwe,5,5,3,6,0,0,0.57,1,0.5,5,726,725,demographics_app,completion_code,2,5,0.7,0.61,1,2,1,Man,29,Completed undergraduate University/College degree,13,no comments,3,726,725,demographics_app,completion_code,6,9,0.04,0.5,2,3,1,Man,38,"Completed advanced University/College degree (Masters, PhD...)",-50,no comments,"Buyer: hi
Seller: unable to send to transfer failed
Buyer: Are you sure?
Buyer: OK then.",NA,1,0,0,0,0,0,0,0,0,0,0
c8pv0kwe_6,jjm5sgkx,18otinv0,jjm5sgkx_18otinv0,c8pv0kwe,6,1,2,7,0,0,0,0,0.5,1,726,725,demographics_app,completion_code,1,4,0.73,0.72,1,2,0,Man,45,Completed undergraduate University/College degree,-30,thank you,2,726,725,demographics_app,completion_code,3,6,0.65,0.15,2,3,0,Woman,30,Completed undergraduate University/College degree,0,,"Buyer: HI
Seller: Hi. The $1 that I was supposed to get did not transfer
Buyer: did you receive the transfer
Seller: nope
Buyer: Okay
Seller: Transfer failed",NA,1,0,0,0,0,0,0,0,1,0,0
c8pv0kwe_7,bzsnl3l3,u1nd1eaa,bzsnl3l3_u1nd1eaa,c8pv0kwe,7,7,3,8,1,1,0.8,0,0.85,7,726,725,demographics_app,completion_code,4,7,0.2,0.8,1,1,1,Woman,30,Completed undergraduate University/College degree,10,none,3,726,725,demographics_app,completion_code,6,9,0.04,0.5,2,4,1,Man,38,"Completed advanced University/College degree (Masters, PhD...)",-50,no comments,"Buyer: did the transfer work?
Seller: yes
Buyer: thanks
Seller: it is ok",0,1,0,0,0,0,0,0,0,0,0,0
c8pv0kwe_8,kaymwuel,8tngvpu0,kaymwuel_8tngvpu0,c8pv0kwe,8,5,9,9,0,1,0.54,0,0.2,5,726,725,demographics_app,completion_code,2,5,0.7,0.61,1,3,0,Man,29,Completed undergraduate University/College degree,13,no comments,9,726,725,demographics_app,completion_code,5,8,0.8,0.75,2,1,0,Man,52,Completed undergraduate University/College degree,-31,No,"Buyer: Hello
Seller: transfer failed
Buyer: are you sure
Seller: yes conform
Buyer: when was the last time you checked
Seller: i am sure",NA,1,0,0,0,0,0,0,0,0,0,0
c8pv0kwe_9,18otinv0,jjm5sgkx,18otinv0_jjm5sgkx,c8pv0kwe,9,2,1,10,0,1,0.49,0,0.75,2,726,725,demographics_app,completion_code,3,6,0.65,0.15,1,4,0,Woman,30,Completed undergraduate University/College degree,0,,1,726,725,demographics_app,completion_code,1,4,0.73,0.72,2,3,0,Man,45,Completed undergraduate University/College degree,-30,thank you,"Seller: HI
Buyer: Did you get the the 1.00 transfer?
Seller: No I didn't. This is the first round I've had where the transfer failed
Buyer: That's too bad. Did you get an error message?",NA,1,0,0,0,0,0,0,1,0,0,0
c8pv0kwe_10,rq4jn0w3,vxrlt1v8,rq4jn0w3_vxrlt1v8,c8pv0kwe,10,6,4,11,1,0,0,0,0,6,207,725,App1,Wait0,1,4,0.6,0.55,1,2,1,,NA,,NA,,4,207,725,App1,Wait0,1,4,0,0,2,2,1,,NA,,NA,,,NA,0,0,0,NA,1,1,NA,1,1,1,1
c8pv0kwe_11,u1nd1eaa,wxxiql8h,u1nd1eaa_wxxiql8h,c8pv0kwe,11,3,8,12,0,0,0.72,1,0.63,3,726,725,demographics_app,completion_code,6,9,0.04,0.5,1,5,1,Man,38,"Completed advanced University/College degree (Masters, PhD...)",-50,no comments,8,726,725,demographics_app,completion_code,2,5,0.82,1,2,1,1,Man,30,Some University/College,34,Good game,"Buyer: hi
Seller: The transfer failed. :(
Buyer: There is change to fail transfer 
Seller: I'm being honest. It really failed.
Buyer: you are lying
Seller: Go ahead and don't transfer. You will get nothing.",NA,1,0,0,0,0,1,0,0,0,1,0
c8pv0kwe_12,bzsnl3l3,kaymwuel,bzsnl3l3_kaymwuel,c8pv0kwe,12,7,5,13,1,1,0.22,1,0.35,7,726,725,demographics_app,completion_code,4,7,0.2,0.8,1,2,2,Woman,30,Completed undergraduate University/College degree,10,none,5,726,725,demographics_app,completion_code,2,5,0.7,0.61,2,4,0,Man,29,Completed undergraduate University/College degree,13,no comments,,NA,0,0,0,0,0,0,0,0,0,0,0
c8pv0kwe_13,8tngvpu0,s8yycozd,8tngvpu0_s8yycozd,c8pv0kwe,13,9,10,14,0,1,0.69,1,0.3,9,726,725,demographics_app,completion_code,5,8,0.8,0.75,1,2,1,Man,52,Completed undergraduate University/College degree,-31,No,10,327,725,App1,Wait0,4,7,0.7,0.37,2,1,1,,NA,,NA,,"Seller: Hello
Buyer: Hello
Buyer: Did you get the transfer?
Seller: I did not receive the transfer
Buyer: How much was it to be?
Seller: 1.00
Seller: But I for sure did not receive it",NA,1,0,0,0,0,0,NA,0,0,0,0
c8pv0kwe_14,bzsnl3l3,18otinv0,bzsnl3l3_18otinv0,c8pv0kwe,14,7,2,15,0,1,0.78,0,1,7,726,725,demographics_app,completion_code,4,7,0.2,0.8,1,3,0,Woman,30,Completed undergraduate University/College degree,10,none,2,726,725,demographics_app,completion_code,3,6,0.65,0.15,2,5,0,Woman,30,Completed undergraduate University/College degree,0,,,NA,0,0,0,0,0,0,0,0,0,0,0
c8pv0kwe_15,kaymwuel,jjm5sgkx,kaymwuel_jjm5sgkx,c8pv0kwe,15,5,1,16,0,0,0.58,0,0.75,5,726,725,demographics_app,completion_code,2,5,0.7,0.61,1,5,0,Man,29,Completed undergraduate University/College degree,13,no comments,1,726,725,demographics_app,completion_code,1,4,0.73,0.72,2,4,0,Man,45,Completed undergraduate University/College degree,-30,thank you,,NA,0,0,0,0,0,0,0,0,0,0,0
